placekey,location_name,top_category,naics_code,poi_cbg
22c-225@8dj-f97-3qz,The Black Chef Eatery,Restaurants and Other Eating Places,722511.0,120570039001.0
22k-222@8dj-jvh-gp9,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",452319.0,120570058004.0
235-224@8dj-jw9-zpv,The Koshery Restaurant,Restaurants and Other Eating Places,722511.0,120570060002.0
zzw-222@8dj-f6p-v75,Walgreens,Health and Personal Care Stores,446110.0,120570005004.0
zzw-222@8dj-fhn-3h5,Tampa Palms Golf & Country Club,Other Amusement and Recreation Industries,713910.0,120570110152.0
zzw-222@8dj-jty-g6k,Boys & Girls Clubs of America,Individual and Family Services,624110.0,120570070014.0
zzw-222@8dj-jw6-28v,Emergency Dentistry,Offices of Dentists,621210.0,120570051011.0
zzw-222@8dj-k2t-zfz,Sunset Cafe and Beach Bar,Drinking Places (Alcoholic Beverages),722410.0,120570117081.0
zzw-222@8dj-mnz-cnq,Always Approved Auto,Automobile Dealers,441120.0,120570122111.0
zzw-222@8dj-mpm-wrk,Myrtle Hill Memorial Park,Death Care Services,812220.0,120570120012.0
zzw-222@8dj-mr8-kmk,City Food Equipment,"Machinery, Equipment, and Supplies Merchant Wholesalers",4238.0,120570037001.0
zzw-223@8dj-jv6-j7q,Firestone Complete Auto Care,"Automotive Parts, Accessories, and Tire Stores",441310.0,120570047002.0
zzw-225@8dj-jv6-j5f,Urban Centre Tobacco & News,Other Miscellaneous Store Retailers,453991.0,120570059002.0
zzw-22d@8dj-jw9-w8v,The Health Associates of Tampa,Offices of Physicians,621111.0,120570057004.0
zzy-222@8dj-jts-t5f,CDB's Southside,Restaurants and Other Eating Places,722511.0,120570064004.0
zzy-222@8dj-mpn-et9,Rose Hills Cemetery,Death Care Services,812220.0,120570036003.0
zzz-222@8dj-jw6-jy9,Robert C Gardner Park,"Museums, Historical Sites, and Similar Institutions",712190.0,120570042002.0
zzz-222@8dj-jwc-nh5,Davis Islands Park,"Museums, Historical Sites, and Similar Institutions",712190.0,120570054015.0
222-222@8dj-f7h-pqf,Baskin Robbins,Restaurants and Other Eating Places,722515.0,120570008002.0
222-222@8dj-f7k-8jv,Terrace Storage Center,Lessors of Real Estate,531130.0,120570106001.0
222-222@8dj-f96-4vz,La Paloma Head Start,Child Day Care Services,624410.0,120570031001.0
222-222@8dj-jw4-zxq,Top HVAC,Building Equipment Contractors,2382.0,120570051011.0
222-222@8dj-jz4-vmk,ADM 2 Exhibits & Displays,Consumer Goods Rental,532289.0,120570116053.0
222-222@8dj-mr4-t7q,RDK Truck Sales,Automobile Dealers,441120.0,120570038002.0
222-222@8dj-mr7-q75,CITGO,Gasoline Stations,447110.0,120570036004.0
222-222@8dj-mr8-26k,Days Inn,Traveler Accommodation,721110.0,120570036003.0
223-222@8dj-f8d-575,Dunedin Fish Company,Restaurants and Other Eating Places,722511.0,120570026001.0
223-223@8dj-mr6-yd9,7-Eleven,Grocery Stores,445120.0,120570135012.0
224-222@8dj-f93-hqz,B's Island Kitchen,Restaurants and Other Eating Places,722511.0,120570010023.0
224-222@8dj-jw2-45f,The Spring Of Tampa Bay,Child Day Care Services,624410.0,120570050002.0
224-222@8dj-jz4-qmk,Advocate Consulting Group,"Agencies, Brokerages, and Other Insurance Related Activities",524210.0,120570116053.0
225-222@8dj-f8d-z4v,International Optical Center,Offices of Other Health Practitioners,621320.0,120570024004.0
225-223@8dj-f6h-y7q,Caribbean Connections,Restaurants and Other Eating Places,722511.0,120570002012.0
226-222@8dj-dsn-bzf,Renew A Body Mind Strategy,Offices of Other Health Practitioners,621330.0,120570110081.0
226-222@8dj-jtx-h3q,Tapper Pub,Restaurants and Other Eating Places,722511.0,120570067001.0
226-22c@8dj-ffx-nwk,Iconic Brows & Lashes,Personal Care Services,812199.0,120570110132.0
227-222@8dj-dqx-yqf,Tech N Cell,Wired and Wireless Telecommunications Carriers,517312.0,121010321091.0
227-222@8dj-f7j-2x5,Big Bru's BBQ & Carribean Food,Restaurants and Other Eating Places,722511.0,120570009011.0
227-222@8dj-mpm-mp9,,,,120570036002.0
228-223@8dj-jv3-fcq,Findy Cigar Company & Hookah Lounge,Other Miscellaneous Store Retailers,453991.0,120570068012.0
22b-222@8dj-jw6-26k,Osteria Bar & Kitchen,Restaurants and Other Eating Places,722511.0,120570051011.0
22d-222@8dj-f6p-575,Kush Cloud Smoke Shop,Other Miscellaneous Store Retailers,453991.0,120570005004.0
22d-222@8dj-jw3-yn5,Miracle Temple Church of God & Christ,Religious Organizations,813110.0,120570044002.0
zzw-222@8dj-f6k-54v,CED Raybro Electric Supplies,Household Appliance Manufacturing,335220.0,120570108051.0
zzw-222@8dj-f6m-wx5,El Faro Meat Market,Specialty Food Stores,445210.0,120570013004.0
zzw-222@8dj-f78-d7q,,,,120570001011.0
zzw-222@8dj-f89-3nq,Tampa Laser Center,Specialty (except Psychiatric and Substance Abuse) Hospitals,622310.0,120570119012.0
zzw-222@8dj-f96-fmk,Boys & Girls Clubs of America,Individual and Family Services,624110.0,120570031004.0
zzw-222@8dj-f97-fxq,Heights Meat Market,Specialty Food Stores,445210.0,120570022003.0
zzw-222@8dj-f99-y5f,Celestial Church Of Christ Tampa Parish One Inc,Religious Organizations,813110.0,120570035004.0
zzw-222@8dj-jty-kcq,Super Dave Tire shop,"Automotive Parts, Accessories, and Tire Stores",441320.0,120570070021.0
zzw-222@8dj-jw2-gc5,Hyde Park House,Activities Related to Real Estate,531311.0,120570055004.0
zzw-223@8dj-jw3-q75,Macdill Pharmacy,Health and Personal Care Stores,446110.0,120570045001.0
zzw-223@8dj-mr5-f2k,Tampa Bay Rum Company,Beverage Manufacturing,312140.0,120570039001.0
zzw-224@8dj-fgj-py9,Back 9 Cafe,Drinking Places (Alcoholic Beverages),722410.0,120570102092.0
zzw-224@8dj-jv6-9j9,Ventura Web Design & Marketing,Printing and Related Support Activities,3231.0,120570047002.0
zzw-224@8dj-jwb-grk,Mavilo Wholesalers,"Jewelry, Luggage, and Leather Goods Stores",448310.0,120570057005.0
zzw-225@8dj-f8d-y5f,BayCare,Offices of Physicians,621111.0,120570025004.0
zzw-227@8dj-f7k-7nq,Parrilla Y Carbon,Restaurants and Other Eating Places,722511.0,120570106001.0
zzw-22h@8dj-jv6-n3q,Joe & Angie Mitchell Berkshire Hathaway HomeServices,Offices of Real Estate Agents and Brokers,531210.0,120570059002.0
zzy-222@8dj-fhk-y7q,USF Forest Preserve,Other Amusement and Recreation Industries,713910.0,120570109001.0
zzz-222@8dj-jw5-xyv,Lykes Gaslight Square Park,"Museums, Historical Sites, and Similar Institutions",712190.0,120570051011.0
222-222@8dj-dqy-3wk,Dempro Services,Other Specialty Trade Contractors,2389.0,120570102051.0
222-222@8dj-f6q-xyv,La Paz De Cristo Inc,Religious Organizations,813110.0,120570007003.0
222-222@8dj-f7b-mtv,Fifth Third Bank,Depository Credit Intermediation,522110.0,120570108161.0
222-222@8dj-f89-d7q,Suzuki,Other Motor Vehicle Dealers,441228.0,120570119021.0
222-222@8dj-jvc-w8v,VirtuStation,Electronic and Precision Equipment Repair and Maintenance,811211.0,120570046001.0
222-222@8dj-mp4-qj9,Quick Lane,"Automotive Parts, Accessories, and Tire Stores",441320.0,120570122111.0
222-223@8dj-f78-j5f,Temple Terrace First Baptist Church,Religious Organizations,813110.0,120570107023.0
223-222@8dj-f6j-68v,Pyro Junkie Fireworks,Other Miscellaneous Store Retailers,453998.0,120570002011.0
223-222@8dj-f7k-bhq,CITGO,Gasoline Stations,447110.0,120570106001.0
223-222@8dj-jvb-3bk,Jefferson High School,Elementary and Secondary Schools,611110.0,120570046001.0
223-223@8dj-f7j-mff,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",452319.0,120570008001.0
224-222@8dj-jwb-49z,Rose Radiology On Kennedy,Offices of Physicians,621111.0,120570048006.0
225-222@8dj-jvb-bff,Donatello Restaurant,Restaurants and Other Eating Places,722511.0,120570047004.0
225-222@8dj-jw5-nyv,Downtown Tampa Living Team,Activities Related to Real Estate,531311.0,120570053012.0
226-222@8dj-jw3-rp9,Mi Ranchito Cafe,Restaurants and Other Eating Places,722511.0,120570027005.0
226-222@8dj-jw6-kfz,Cicely's Hair & Beauty Supplies,Health and Personal Care Stores,446120.0,120570042001.0
228-222@8dj-f8c-mx5,Techpoint International,Electronic and Precision Equipment Repair and Maintenance,811211.0,120570116053.0
228-222@8dj-jw2-35z,Dunkin',Restaurants and Other Eating Places,722515.0,120570049005.0
229-222@8dj-f97-dn5,Tampa Spine & Wellness,Offices of Other Health Practitioners,621310.0,120570023003.0
22b-222@8dj-f87-8n5,Antojitos Latinos Restaurant,Restaurants and Other Eating Places,722511.0,120570014001.0
22b-222@8dj-f8f-5fz,Florida Primary Care Clinics,Offices of Physicians,621111.0,120570025003.0
22c-222@8dj-f97-f2k,Tamptax,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",5412.0,120570023003.0
22d-222@8dj-jw2-54v,Art Conservation of Central Florida,Other Miscellaneous Store Retailers,453920.0,120570055001.0
22j-222@8dj-f97-3qz,Krista Miles Wellness,Other Amusement and Recreation Industries,713940.0,120570039001.0
22m-222@8dj-ffr-835,Aventus Pharmacy,Health and Personal Care Stores,446110.0,120570102101.0
272-224@8dj-jw5-xwk,Medicare Explain,Home Health Care Services,621610.0,120570051011.0
zzw-222@8dj-f8z-nyv,Christ Fellowship Of Tampa,Religious Organizations,813110.0,120570012003.0
zzw-222@8dj-f8z-x5z,Word of Life Tabernacle,Religious Organizations,813110.0,120570012003.0
zzw-222@8dj-jw2-t9z,Indigo Coffee,Restaurants and Other Eating Places,722515.0,120570061012.0
zzw-222@8dj-jw5-s89,Riverwalk Place Condominiums,Activities Related to Real Estate,531311.0,120570051011.0
zzw-222@8dj-jw7-rff,Hillsborough River Greenway,"Museums, Historical Sites, and Similar Institutions",712190.0,120570050002.0
zzw-222@8dj-jw9-xt9,Bodywork by Roger C Medrano,Personal Care Services,812199.0,120570057004.0
zzw-222@8dj-jzb-mff,Stoneman Statueland,Home Furnishings Stores,4422.0,120570117065.0
zzw-222@8dj-mr8-j35,Bay Area Innovations,Printing and Related Support Activities,3231.0,120570037001.0
zzw-223@8dj-f7b-hwk,Sears Appliance Repair,Department Stores,452210.0,120570108161.0
zzw-223@8dj-jz5-ghq,Geovanni Este BEX Realty,Offices of Real Estate Agents and Brokers,531210.0,120570116053.0
zzw-224@8dj-f8d-yn5,FCF Associates,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",5412.0,120570027001.0
zzw-224@8dj-jv2-94v,Unitecnics Informatic Integral Studio,Electronic and Precision Equipment Repair and Maintenance,811211.0,120570065014.0
zzw-224@8dj-jw5-zj9,Taco Bus,Restaurants and Other Eating Places,722511.0,120570051011.0
222-222@8dj-f6r-5xq,Mini Maxi Storage Center,Lessors of Real Estate,531130.0,120570006022.0
222-222@8dj-f6r-6ff,Advance Repair and Diagnostics,Automotive Repair and Maintenance,8111.0,120570006022.0
222-222@8dj-f8d-zpv,Tampa Bay Duo,Offices of Real Estate Agents and Brokers,531210.0,120570027002.0
222-222@8dj-f8y-cnq,Holy Outreach Church,Religious Organizations,813110.0,120570019001.0
222-222@8dj-f93-sqz,United States Postal Service (USPS),Postal Service,491110.0,120570010012.0
222-222@8dj-ffx-q9f,Walgreens,Health and Personal Care Stores,446110.0,120570102113.0
222-222@8dj-mpc-ch5,Suncoast Truck & Equipment Sales,Automobile Dealers,441120.0,120570120012.0
222-222@8dj-mqh-9vf,Hillsborough Girls Academy,Elementary and Secondary Schools,611110.0,120570122111.0
222-224@8dj-mp2-hnq,Circle K Gas,Gasoline Stations,447110.0,120570122111.0
223-222@8dj-f8d-249,Waffle House,Restaurants and Other Eating Places,722511.0,120570118021.0
223-222@8dj-jts-8gk,Burger King,Restaurants and Other Eating Places,722513.0,120570065014.0
223-222@8dj-jts-qvf,Huffman Carolyn J,Offices of Other Health Practitioners,621399.0,120570064004.0
223-222@8dj-jtt-wx5,De Lucia Eugene R III DO,Offices of Physicians,621111.0,120570065014.0
224-223@8dj-f8f-xwk,Central Tampa Dialysis,Outpatient Care Centers,621492.0,120570027001.0
225-222@8dj-f6h-vs5,Pawn Max,Nondepository Credit Intermediation,522298.0,120570108053.0
225-222@8dj-f84-tjv,Glenn's Wheel Polishing & Repair,Automotive Repair and Maintenance,8111.0,120570026001.0
225-22g@8dj-jz8-gtv,Slomin's,Electronics and Appliance Stores,443142.0,120570117081.0
227-222@8dj-f8d-m8v,Mr Special,Restaurants and Other Eating Places,722511.0,120570026002.0
22c-222@8dj-f78-tsq,Bbf Of Temple Terrace Inc,Religious Organizations,813110.0,120570009012.0
22c-222@8dj-f93-wrk,Church's Chicken,Restaurants and Other Eating Places,722513.0,120570019001.0
22c-223@8dj-f6q-5xq,Billy's Seafood & Gyros,Restaurants and Other Eating Places,722511.0,120570007002.0
22d-222@8dj-f93-td9,Oasis Seafood & Wings,Restaurants and Other Eating Places,722511.0,120570010022.0
22d-223@8dj-f97-qmk,The Human's Mechanic,Personal Care Services,812199.0,120570022002.0
22g-222@8dj-jwb-qcq,Ed Francisco DDS,Offices of Dentists,621210.0,120570060005.0
22h-222@8dj-dqm-v4v,Beloved International Inc,Religious Organizations,813110.0,121010321091.0
22k-223@8dj-jtx-brk,BarkSuds,Other Personal Services,812910.0,120570062002.0
22m-222@8dj-jw4-6ff,Coco Frio fresh produce,Grocery Stores,445110.0,120570045004.0
22s-222@8dj-f7b-hh5,Chipotle Mexican Grill,Restaurants and Other Eating Places,722513.0,120570108161.0
25n-222@8dj-f6q-m8v,P1 Auto Brokers,Automobile Dealers,441120.0,120570008001.0
zzw-222@8dj-f79-n5z,Wingate by Wyndham,Traveler Accommodation,721110.0,120570001011.0
zzw-222@8dj-f79-tn5,University of South Florida Dialysis,Outpatient Care Centers,621492.0,120570109001.0
zzw-222@8dj-f8c-3t9,Burger King,Restaurants and Other Eating Places,722513.0,120570046003.0
zzw-222@8dj-f8r-p35,Your House Realty,Offices of Real Estate Agents and Brokers,531210.0,120570116053.0
zzw-222@8dj-f96-575,Mr B's Cafe,Restaurants and Other Eating Places,722511.0,120570031001.0
zzw-222@8dj-f96-gp9,Trinity Tabernacle Learning Center,Child Day Care Services,624410.0,120570033001.0
zzw-222@8dj-f99-389,Spiritual Temple Church,Religious Organizations,813110.0,120570019002.0
zzw-222@8dj-jr7-gx5,Pier 1 Imports,Furniture Stores,442110.0,121030254051.0
zzw-222@8dj-jtr-w49,Logos Dei Church,Religious Organizations,813110.0,120570067001.0
zzw-222@8dj-jtv-xt9,Garden Of Yoga,Other Amusement and Recreation Industries,713940.0,120570068022.0
zzw-222@8dj-jv9-sh5,Mattress Firm,Furniture Stores,442110.0,120570046002.0
zzw-222@8dj-jvc-3wk,Tampa Bay Sports,"Sporting Goods, Hobby, and Musical Instrument Stores",451110.0,120570026002.0
zzw-222@8dj-jvj-8gk,Marnie C Bauer DMD,Offices of Dentists,621210.0,120570058006.0
zzw-222@8dj-jz5-fj9,Cat & I LLC,Building Finishing Contractors,238390.0,120570116053.0
zzw-222@8dj-mpq-8d9,J C's Sandwich Shop,Restaurants and Other Eating Places,722511.0,120570122111.0
zzw-223@8dj-f6q-t5f,Yung Ho Tae Kwon Do School,Other Schools and Instruction,611620.0,120570007001.0
zzw-223@8dj-f7j-8gk,Busch Gardens Tampa,Amusement Parks and Arcades,713110.0,120570001021.0
zzw-223@8dj-jv7-ndv,Oystercatchers,Restaurants and Other Eating Places,722511.0,120570117081.0
zzw-224@8dj-f8f-qs5,Gulf Fabrics,"Jewelry, Luggage, and Leather Goods Stores",448320.0,120570027003.0
zzw-225@8dj-f7b-jn5,Barnie's Coffee & Tea,Restaurants and Other Eating Places,722515.0,120570108161.0
zzw-225@8dj-f7j-mff,Cocwomb Natural Care,Outpatient Care Centers,6214.0,120570008001.0
zzw-228@8dj-f96-xwk,Reservoir Bar,Drinking Places (Alcoholic Beverages),722410.0,120570039001.0
zzw-22b@8dj-jvh-jqf,Performance Computer Group PCG,Electronics and Appliance Stores,443142.0,120570058005.0
zzw-22k@8dj-jw5-xt9,Cogent Communications Data Center,"Data Processing, Hosting, and Related Services",518210.0,120570051011.0
zzy-222@8dj-jv6-kj9,Panache Beauty Bar,Personal Care Services,81211.0,120570047002.0
zzz-222@8dj-f6q-y7q,Sulphur Springs Park,"Museums, Historical Sites, and Similar Institutions",712190.0,120570013001.0
zzz-222@8dj-f7g-zs5,Blackwater Hammock Preserve,"Museums, Historical Sites, and Similar Institutions",712190.0,120570010011.0
222-222@8dj-f6k-wx5,United States Postal Service (USPS),Postal Service,491110.0,120570112063.0
222-222@8dj-f97-wrk,Design Buy Consign,Used Merchandise Stores,453310.0,120570023001.0
222-222@8dj-jw2-zpv,Summit Title & Financial Services,"Agencies, Brokerages, and Other Insurance Related Activities",524210.0,120570049005.0
222-222@8dj-mr6-2kz,Palm River Elementary School,Elementary and Secondary Schools,611110.0,120570135012.0
222-222@8dj-mr6-y5f,Stscojkovic Zlatnir,Electronics and Appliance Stores,443141.0,120570135012.0
222-223@8dj-f87-649,El Fogon Columbiano,Restaurants and Other Eating Places,722511.0,120570119051.0
222-223@8dj-f87-66k,Walgreens,Health and Personal Care Stores,446110.0,120570119051.0
222-223@8dj-jv2-bx5,Shell Oil,Gasoline Stations,447110.0,120570065023.0
223-222@8dj-f6n-4y9,Yummy House,Restaurants and Other Eating Places,722511.0,120570013001.0
223-222@8dj-f6q-y9z,Harbor Club,Drinking Places (Alcoholic Beverages),722410.0,120570007004.0
223-222@8dj-f78-vxq,EZ Auto Repair,Automotive Repair and Maintenance,8111.0,120570001024.0
223-222@8dj-f8y-jsq,Fresenius Kidney Care,Outpatient Care Centers,621492.0,120570019001.0
223-222@8dj-f92-z2k,DGP Auto Sales,Automobile Dealers,441120.0,120570018001.0
224-222@8dj-f88-wkz,Speedway Car Care Center LLC,Automotive Repair and Maintenance,8111.0,120570013003.0
225-222@8dj-jz4-xt9,Great Eats Sandwich Company,Restaurants and Other Eating Places,722515.0,120570116053.0
225-223@8dj-f83-z75,La Familia Pawn and Jewelry,Used Merchandise Stores,453310.0,120570119041.0
228-222@8dj-f6n-54v,Angels Beauty Supply,Health and Personal Care Stores,446120.0,120570013001.0
228-222@8dj-f93-9j9,Tampa International Harvest Church of God,Religious Organizations,813110.0,120570010024.0
228-223@8dj-jwb-6hq,St Joseph's Physical Therapy and Sports Rehabilitation,Offices of Other Health Practitioners,621340.0,120570057003.0
229-222@8dj-ffr-835,Swiss Spirit Massage,Personal Care Services,812199.0,120570102101.0
229-222@8dj-jw9-qmk,Optical Outlets,Health and Personal Care Stores,446130.0,120570057002.0
229-222@8dj-mpc-cqz,Optum Primary Care,Offices of Physicians,621111.0,120570120012.0
22b-222@8dj-jw4-3kf,Alfonso Auto Care,Automotive Repair and Maintenance,8111.0,120570044001.0
22q-222@8dj-mr5-6ff,Mi Pueblo Meat Market,Grocery Stores,445110.0,120570053021.0
22r-222@8dj-jtx-bx5,Why Tots Boutique,Clothing Stores,4481.0,120570062002.0
234-222@8dj-f8v-hkf,Plato's Closet,Used Merchandise Stores,453310.0,120570113043.0
zzw-222@8dj-f6q-kfz,Palabra De Vida,Religious Organizations,813110.0,120570008001.0
zzw-222@8dj-f78-tn5,Peak Pharmacy Inc,Health and Personal Care Stores,446110.0,120570009012.0
zzw-222@8dj-f7b-6ff,University of South Florida,"Colleges, Universities, and Professional Schools",611310.0,120570109001.0
zzw-222@8dj-f7f-mhq,Pollo Tropical,Restaurants and Other Eating Places,722511.0,120570109001.0
zzw-222@8dj-f8c-6hq,Crazy Buffet,Restaurants and Other Eating Places,722511.0,120570046002.0
zzw-222@8dj-jtw-3qz,Ballast Point Elementary School,Elementary and Secondary Schools,611110.0,120570068022.0
zzw-222@8dj-jtz-wtv,Rydom Structures,Building Finishing Contractors,2383.0,120570065023.0
zzw-222@8dj-jw6-5xq,AJA Channelside,Drinking Places (Alcoholic Beverages),722410.0,120570053011.0
zzw-222@8dj-jyt-qs5,Oldsmar Public Library,Other Information Services,519120.0,121030273202.0
zzw-222@8dj-mpn-9j9,Fastenal,Building Material and Supplies Dealers,444130.0,120570120012.0
zzw-223@8dj-f78-tjv,Sensuous Sound Systems,Investigation and Security Services,5616.0,120570001021.0
zzw-223@8dj-jtt-wff,The Tooth Doctor,Offices of Dentists,621210.0,120570065011.0
zzw-223@8dj-jvh-m6k,Chicky Chicky Bang Bang,Restaurants and Other Eating Places,722511.0,120570058006.0
zzw-226@8dj-jw2-tqf,lululemon athletica,Clothing Stores,448190.0,120570061012.0
zzy-222@8dj-f78-vxq,Try Jesus Apostolic Church Inc,Religious Organizations,813110.0,120570009012.0
zzz-222@8dj-jwm-w8v,Port Tampa Park,"Museums, Historical Sites, and Similar Institutions",712190.0,120570072001.0
222-222@8dj-f8z-yvz,Tata's Kitchen,Restaurants and Other Eating Places,722511.0,120570011001.0
222-222@8dj-f96-mff,Allen Temple AME Church,Religious Organizations,813110.0,120570039001.0
222-222@8dj-ffx-nnq,Senor T's,Restaurants and Other Eating Places,722511.0,120570102113.0
222-222@8dj-jtr-psq,Tampa Fire And Rescue Station 15,"Justice, Public Order, and Safety Activities",922160.0,120570068011.0
222-222@8dj-jv9-zvf,Professional Headshots by Vadim Davydov,"Other Professional, Scientific, and Technical Services",54192.0,120570058001.0
222-222@8dj-jvp-7nq,Davis Islands Pet Care,Other Personal Services,812910.0,120570054011.0
222-222@8dj-mpn-8sq,Terminix,Services to Buildings and Dwellings,561710.0,120570120012.0
222-223@8dj-jw5-3wk,Channelside Academy Of Math And Science,Elementary and Secondary Schools,611110.0,120570053012.0
222-223@8dj-jz5-fcq,Marty's Deli,Restaurants and Other Eating Places,722511.0,120570116053.0
222-224@8dj-jv2-bx5,Circle K Gas,Gasoline Stations,447110.0,120570065023.0
222-224@8dj-mr8-nwk,Circle K,Grocery Stores,445120.0,120570037001.0
222-228@8dj-jw5-t5f,Amalie Arena,Spectator Sports,711211.0,120570051011.0
222-229@8dj-jw6-3yv,Industrious Office,Lessors of Real Estate,531190.0,120570051011.0
223-222@8dj-f6p-w49,Popeyes Louisiana Kitchen,Restaurants and Other Eating Places,722513.0,120570119012.0
223-222@8dj-f78-hdv,State Farm,"Agencies, Brokerages, and Other Insurance Related Activities",524210.0,120570107023.0
223-222@8dj-f8d-xwk,Save-A-Lot,Grocery Stores,445110.0,120570027001.0
223-222@8dj-jvb-d7q,The Press Box,Restaurants and Other Eating Places,722511.0,120570057001.0
223-222@8dj-jzb-m6k,Girl Scouts Leadership Center Store,Used Merchandise Stores,453310.0,120570117065.0
223-223@8dj-jw5-zmk,Bruegger's,Restaurants and Other Eating Places,722513.0,120570051011.0
224-222@8dj-f78-w6k,Amir Khan Vintage Real Estate Services,Offices of Real Estate Agents and Brokers,531210.0,120570009012.0
224-222@8dj-jtx-b6k,Past Perfect,Used Merchandise Stores,453310.0,120570060007.0
224-222@8dj-mp4-4d9,Tampa Beer Works,Beverage Manufacturing,312120.0,120570122111.0
224-223@8dj-f6h-tsq,Long John Silver's,Restaurants and Other Eating Places,722513.0,120570002021.0
224-224@8dj-f96-y35,Showbar Ybor,Drinking Places (Alcoholic Beverages),722410.0,120570039001.0
224-224@8dj-mpk-jgk,Mobil,Gasoline Stations,447110.0,120570037001.0
225-222@8dj-jvj-9vf,Tower Radiology Center,Medical and Diagnostic Laboratories,6215.0,120570058006.0
227-222@8dj-f8c-789,Refrigerator Greaney X,Personal and Household Goods Repair and Maintenance,811412.0,120570045003.0
227-223@8dj-jyz-zfz,Payless Auto Sales Of Tampa,Automobile Dealers,441120.0,120570116053.0
227-225@8dj-jwb-h89,Truth & Beauty,Personal Care Services,81211.0,120570057001.0
228-222@8dj-jtx-9fz,Flying Fish Bikes,"Sporting Goods, Hobby, and Musical Instrument Stores",451110.0,120570060007.0
229-222@8dj-jv9-zs5,Pepito Masterpiece Portraits,"Other Professional, Scientific, and Technical Services",54192.0,120570058001.0
22b-222@8dj-jw2-pqf,DWNTWN Social,Health and Personal Care Stores,446191.0,120570050003.0
22f-222@8dj-f88-5cq,,,,120570024002.0
22f-222@8dj-f8z-g49,Miller Mobile Notary Services,Legal Services,541120.0,120570016002.0
22h-222@8dj-f8d-z75,Sheehy Paul PA,Offices of Physicians,621111.0,120570024004.0
22h-224@8dj-jv9-w8v,Mary Sabor latino,Restaurants and Other Eating Places,722511.0,120570047003.0
22m-223@8dj-jw2-t35,Age Management & Optimal Wellness,Personal Care Services,812191.0,120570049004.0
22p-222@8dj-jvb-9mk,Marsh & McLennan,Management of Companies and Enterprises,551114.0,120570048001.0
zzw-222@8dj-f8c-zfz,Tile Outlets of America,Building Material and Supplies Dealers,4441.0,120570026001.0
zzw-222@8dj-jtx-9vf,Camp Tampa,Other Amusement and Recreation Industries,713940.0,120570062002.0
zzw-223@8dj-jv6-j9z,SALON di LOLA,Personal Care Services,81211.0,120570059002.0
zzy-222@8dj-dsf-ghq,Cyress Creek Preserve,"Museums, Historical Sites, and Similar Institutions",712190.0,120570110081.0
zzy-222@8dj-jw5-mtv,Players Club Tampa,Drinking Places (Alcoholic Beverages),722410.0,120570053021.0
222-222@8dj-dqw-26k,Texas Roadhouse,Restaurants and Other Eating Places,722511.0,121010321091.0
222-222@8dj-f87-sdv,Pin Chasers,Other Amusement and Recreation Industries,713990.0,120570024001.0
222-222@8dj-f8z-cwk,Florida Eats,Restaurants and Other Eating Places,722513.0,120570016002.0
222-222@8dj-f93-d9z,Fat Albert's Day Care,Child Day Care Services,624410.0,120570010023.0
222-222@8dj-f94-gkz,Charlie's Market,Grocery Stores,445120.0,120570010011.0
222-222@8dj-jtt-hnq,Livingston's Furniture,Furniture Stores,442110.0,120570065021.0
222-222@8dj-mqf-xwk,WindowWall,"Foundation, Structure, and Building Exterior Contractors",238150.0,120570122111.0
222-222@8dj-mr5-2tv,Kenny's Jerk,Restaurants and Other Eating Places,722515.0,120570038002.0
222-222@8dj-mr7-kvf,MicroFab LLC,Other Miscellaneous Manufacturing,3399.0,120570036004.0
222-229@8dj-jw3-389,Chipotle Mexican Grill,Restaurants and Other Eating Places,722513.0,120570049004.0
223-222@8dj-jr6-jy9,OmniDigit,"Management, Scientific, and Technical Consulting Services",5416.0,121030254051.0
223-223@8dj-f8p-2hq,Hegseth Scott L DC,Offices of Other Health Practitioners,621310.0,120570113043.0
223-223@8dj-jzb-q4v,Extended Stay America,Traveler Accommodation,721110.0,120570117065.0
223-224@8dj-mpm-mrk,Frank's Store,Grocery Stores,445120.0,120570036002.0
224-222@8dj-f92-y9z,Nicks Gyros and Subs,Restaurants and Other Eating Places,722511.0,120570018001.0
224-222@8dj-f93-kj9,Jackson's Market,Grocery Stores,445110.0,120570018003.0
224-223@8dj-f79-8d9,Dewey's Liquor,"Beer, Wine, and Liquor Stores",445310.0,120570106001.0
225-222@8dj-f8b-s3q,Insperity,"Management, Scientific, and Technical Consulting Services",5416.0,120570046002.0
225-222@8dj-f92-v2k,AutoZone,"Automotive Parts, Accessories, and Tire Stores",441310.0,120570018001.0
226-222@8dj-f7f-qcq,Copper Top Pub,Drinking Places (Alcoholic Beverages),722410.0,120570108091.0
226-222@8dj-f88-45f,AAA Auto Upholstery Unlimited,Automotive Repair and Maintenance,8111.0,120570014004.0
226-222@8dj-jw2-tqf,J Mclaughlin,Clothing Stores,448140.0,120570061012.0
226-223@8dj-f88-wff,Embajador Colombiano,Restaurants and Other Eating Places,722511.0,120570119022.0
226-223@8dj-jr7-kmk,Pinellas Computers of Clearwater,Electronics and Appliance Stores,443142.0,121030254051.0
227-222@8dj-jv6-mhq,NeuroSpa TMS Tampa,Offices of Physicians,621111.0,120570059002.0
